gene ID,gene name,eye-1,eye-2,eye-3,wing-1,wing-3,wing-4
FBgn0034529,CG16742,615,634,608,544,525,1414
FBgn0034530,Rcd6,220,321,259,169,176,378
FBgn0250850,rig,1811,1920,1757,1820,1759,4020
FBgn0034532,CG13436,117,98,85,35,53,122
FBgn0034534,maf-S,1234,1314,1082,1159,904,2515
FBgn0034535,CG11110,55,65,62,66,56,112
FBgn0061361,CG33786,0,0,0,0,0,0
FBgn0061362,CG33785,0,0,0,0,0,0
FBgn0034537,DMAP1,909,989,874,1026,1004,2137
FBgn0034540,Lrt,421,515,410,358,355,694
FBgn0034538,CG16799,8,12,7,14,2,23
FBgn0034539,CG11159,0,0,0,0,0,0
FBgn0050155,tRNA:CR30155,0,0,0,0,0,0
FBgn0050211,tRNA:CR30211,0,0,0,0,0,0
FBgn0034541,CG13437,1,0,1,4,5,5
FBgn0034542,Fem-1,743,782,698,698,722,1340
FBgn0000615,exu,46,46,43,22,26,37
FBgn0034543,CG30152,394,464,403,397,393,938
FBgn0041240,Gr57a,0,0,0,0,0,0
FBgn0265870,CR44659,0,0,0,0,0,0
FBgn0034545,CG13438,0,0,0,0,0,0
FBgn0040726,dpr,146,182,118,3,2,7
FBgn0265871,CR44660,0,0,0,0,0,0
FBgn0034546,CG13442,0,0,0,0,0,0
FBgn0085230,CG34201,6,4,1,0,0,0
FBgn0085231,CG34202,2,0,0,0,0,0
FBgn0265876,CR44665,0,0,0,0,0,0
FBgn0034548,CG13443,0,0,0,0,0,0
FBgn0263848,CG43709,0,0,0,0,0,0
FBgn0263849,CG43710,0,0,0,0,0,0
FBgn0263850,CG43711,0,0,0,0,0,0
FBgn0265877,CR44666,0,0,0,0,0,0
FBgn0263741,CG43666,0,0,0,0,0,0
FBgn0263742,CG43667,0,0,0,0,0,0
FBgn0263760,CG43677,0,0,0,0,0,0
FBgn0263743,CG43668,0,0,0,0,0,0
FBgn0034551,CG15225,0,0,0,0,0,0
FBgn0011674,insc,96,83,87,74,155,204
FBgn0016984,sktl,1521,1596,1340,1392,1544,2996
FBgn0265878,CR44667,0,0,0,0,0,0
FBgn0034552,CG17999,0,0,0,0,0,0
FBgn0034553,CG9993,3,3,3,1,0,4
FBgn0034554,CG15227,0,0,0,0,0,0
FBgn0040653,IM4,0,0,0,0,0,0
FBgn0067905,IM14,1,0,0,0,0,0
FBgn0050295,Ipk1,814,730,721,577,587,1555
FBgn0034558,Cib2,32,23,30,10,16,53
FBgn0015524,otp,0,0,0,0,0,0
FBgn0262690,CR43160,0,0,0,0,0,0
FBgn0034560,CG9235,0,0,0,0,0,0
FBgn0020617,Rx,15,11,16,0,0,0
FBgn0000044,Act57B,424,385,317,352,358,982
FBgn0065059,snoRNA:660,0,0,0,0,0,0
FBgn0053704,CG33704,0,0,0,0,0,0
FBgn0008636,hbn,0,0,0,0,0,0
FBgn0034563,CG15649,1,0,0,0,0,5
FBgn0083951,CG34115,4,2,8,2,1,1
FBgn0034564,CG9344,610,804,632,840,762,1644
FBgn0034565,CG15650,1,0,0,0,0,1
FBgn0034566,CG9313,0,1,0,1,1,0
FBgn0034567,CG15651,6,7,1,0,3,0
FBgn0034568,CG3216,15,3,10,8,11,8
FBgn0034569,dgt3,581,691,621,745,711,1525
FBgn0261394,Prosalpha3,2683,2558,2464,3403,3233,6242
FBgn0034570,CG10543,2355,2281,2128,1848,2045,4160
FBgn0050291,CG30291,1102,1013,825,1006,949,2102
FBgn0001133,grau,491,472,420,480,462,1029
FBgn0034572,CG9346,1215,1357,1253,1168,1267,2591
FBgn0034573,CG3295,916,908,729,746,815,1718
FBgn0050296,RIC-3,94,73,44,4,3,11
FBgn0034576,CG9350,743,707,651,891,789,1889
FBgn0266641,CR45148,0,0,1,0,0,6
FBgn0003391,shg,12730,12417,11342,9667,12040,23285
FBgn0034577,cpa,2836,2697,2476,2834,2995,5441
FBgn0034578,CG15653,92,78,90,107,69,163
FBgn0034579,mRpL54,404,364,325,468,415,926
FBgn0034580,Cht8,3,5,3,5,3,9
FBgn0050293,Cht12,0,0,0,0,0,0
FBgn0022700,Cht4,0,0,0,0,0,0
FBgn0034582,Cht9,0,0,0,0,0,0
FBgn0265914,CR44703,0,0,0,0,0,0
FBgn0034583,CG10527,390,351,465,620,621,1173
FBgn0265915,CR44704,0,2,3,1,3,3
FBgn0003748,Treh,1637,1759,1683,1327,1243,3385
FBgn0034585,Rbpn-5,977,900,850,880,881,2074
FBgn0085425,CG34396,3,2,4,0,1,0
FBgn0011824,CG4038,1702,2021,1559,2215,2393,4282
FBgn0015721,ktub,82,135,82,5,4,2
FBgn0034588,CG9394,0,0,0,0,0,0
FBgn0020312,CG4050,1708,1837,1608,1595,1622,3361
FBgn0002736,mago,1750,1758,1847,2395,2297,4797
FBgn0034590,Magi,1502,1688,1477,1369,1358,2541
FBgn0034592,CG9406,2,0,0,0,0,0
FBgn0021872,Xbp1,6963,6298,5520,5923,6109,12425
FBgn0026582,Hmg-2,279,248,199,226,163,495
FBgn0034595,CG15657,0,0,0,0,3,0
FBgn0050389,CG30389,2840,2743,2560,2166,2451,4969
FBgn0050206,tRNA:CR30206,0,0,0,0,0,0
FBgn0011871,tRNA:G3:57BCa,0,0,0,0,0,0
FBgn0050208,tRNA:CR30208,0,0,0,0,0,0
FBgn0034598,CG4266,3301,3283,3092,2835,3122,6301
FBgn0034599,hng1,240,276,223,217,196,607
FBgn0261067,LSm1,362,366,347,430,362,882
FBgn0261850,Xpd,865,882,844,999,1183,2073
FBgn0003162,Pu,189,113,136,100,150,706
FBgn0034601,CG4286,0,0,1,0,0,0
FBgn0053539,tRNA:CR33539,0,0,1,0,0,1
FBgn0050209,tRNA:CR30209,0,0,0,0,0,0
FBgn0011872,tRNA:G3:57BCb,0,0,0,0,0,0
FBgn0003891,tud,10088,11195,9782,8646,8149,19504
FBgn0034602,Lapsyn,63,60,55,2,1,0
FBgn0265191,Glycogenin,788,733,819,1129,1444,2663
FBgn0265180,CG44245,328,305,259,315,316,904
FBgn0027073,CG4302,4,9,9,10,3,7
FBgn0034605,CG15661,16,3,6,5,7,12
FBgn0034606,ASPP,2565,2803,2400,2412,2964,4993
FBgn0085426,Rgk3,0,4,7,1,9,29
FBgn0050391,CG30391,0,0,0,0,0,0
FBgn0050393,CG30393,0,0,0,0,0,0
FBgn0085232,CG34203,0,0,0,0,0,4
FBgn0034611,MFS16,813,717,707,775,771,1368
FBgn0034612,CG10505,3,12,6,0,8,3
FBgn0050392,CG30392,351,408,319,408,357,736
FBgn0050390,Sgf29,288,279,279,263,293,503
FBgn0016726,RpL29,6597,6976,5975,7748,5984,14545
FBgn0034614,CG9752,560,725,617,1113,892,1985
FBgn0261554,CG42672,1020,929,1024,632,748,1489
FBgn0265937,CR44724,0,0,0,0,0,0
FBgn0266642,CR45149,1,7,11,3,6,11
FBgn0034617,CG9754,618,726,657,675,597,1455
FBgn0034618,CG9485,148,143,136,79,64,174
FBgn0250824,CG33655,5,1,4,3,3,13
FBgn0050394,CG30394,932,1015,809,767,770,1633
FBgn0020306,dom,11819,11842,11073,11667,12346,24108
FBgn0086023,snoRNA:Me28S-A2589a,0,0,0,0,0,0
FBgn0082972,snoRNA:Psi28S-3316a,0,0,0,0,1,0
FBgn0082971,snoRNA:Psi28S-3316b,1,1,0,1,0,1
FBgn0086669,snoRNA:Psi18S-841a,2,0,2,5,0,0
FBgn0086024,snoRNA:Me28S-A2589b,0,0,0,0,0,0
FBgn0082963,snoRNA:Psi28S-3378,3,0,2,0,0,0
FBgn0082970,snoRNA:Psi28S-3316c,0,0,0,0,0,0
FBgn0083018,snoRNA:Psi18S-841b,0,0,2,0,0,0
FBgn0082969,snoRNA:Psi28S-3316d,0,0,0,1,0,1
FBgn0083017,snoRNA:Psi18S-841c,0,0,0,1,0,0
FBgn0082968,snoRNA:Psi28S-3316e,0,0,0,0,1,2
FBgn0083016,snoRNA:Psi18S-841d,0,0,0,0,0,0
FBgn0086025,snoRNA:Me28S-A2589c,0,0,0,0,0,0
FBgn0083046,snoRNA:Psi18S-1389a,2,4,4,3,2,0
FBgn0083045,snoRNA:Psi18S-1389b,0,0,1,0,0,2
FBgn0086026,snoRNA:Me28S-G2596,0,0,0,0,0,0
FBgn0065102,snmRNA:184,0,0,0,0,0,0
FBgn0034622,CG15666,2,2,0,0,0,4
FBgn0034623,CG9822,7,3,2,0,1,33
FBgn0034624,CG17974,0,0,0,0,0,10
FBgn0000395,cv-2,476,495,400,944,1037,2038
FBgn0034626,CG10795,180,158,156,147,150,396
FBgn0034627,EfSec,163,199,164,184,154,381
FBgn0034628,Acox57D-p,286,276,313,259,318,604
FBgn0034629,Acox57D-d,5,8,5,11,25,11
FBgn0010415,Sdc,10612,11427,10215,8346,9030,21486
FBgn0026369,Sara,1557,1657,1446,1432,1471,2955
FBgn0010470,Fkbp14,6764,5088,4526,5227,6544,12552
FBgn0034631,TAF1C-like,562,555,506,492,476,1087
FBgn0043070,MESK2,1882,1718,1671,965,1322,2615
FBgn0034634,CG10494,169,193,185,145,110,346
FBgn0050288,CG30288,0,0,0,0,0,0
FBgn0050289,CG30289,1,0,0,0,0,0
FBgn0003731,Egfr,6956,7481,6630,6198,6931,13996
FBgn0265938,CR44725,0,0,0,0,0,0
FBgn0050286,CG30286,0,0,1,5,0,2
FBgn0050287,CG30287,5,2,0,15,7,7
FBgn0069056,CG33226,4,15,10,3,3,25
FBgn0260477,CG30283,47,55,50,44,30,116
FBgn0034636,CG10440,2630,2648,2570,542,581,1030
FBgn0050222,CG30222,6,2,2,0,0,0
FBgn0053225,CG33225,37,50,40,2,8,8
FBgn0266643,CR45150,0,0,0,0,0,0
FBgn0034638,CG10433,112,76,73,16,20,33
FBgn0262888,CR43243,7,0,0,0,0,0
FBgn0034639,CG15673,6,13,5,9,21,26
FBgn0042180,CG18870,246,204,180,220,227,397
FBgn0000326,clt,506,518,461,486,444,965
FBgn0016641,PTP-ER,939,1023,891,758,865,1870
FBgn0034641,mahj,2086,2130,1840,1766,1743,4317
FBgn0260720,CR42547,415,405,381,292,259,912
FBgn0034642,CG15674,3,2,2,0,5,10
FBgn0034643,CG10321,1464,1537,1281,1477,1625,3004
FBgn0034644,CG10082,3061,3070,2885,2092,2496,6084
FBgn0050284,CG30284,0,0,1,0,0,0
FBgn0264327,CR43786,11,15,12,16,14,35
FBgn0034645,CG10320,462,470,480,560,536,1387
FBgn0034646,Rae1,879,875,815,1048,964,1907
FBgn0034647,pirk,3,10,4,1,8,11
FBgn0265961,CR44748,0,3,0,0,0,0
FBgn0259708,CG42362,0,0,0,0,0,0
FBgn0259709,CG42363,0,0,0,0,0,0
FBgn0259710,CG42364,0,0,1,0,3,0
FBgn0259711,CG42365,122,132,121,65,93,181
FBgn0259725,CG42379,0,0,0,0,0,0
FBgn0259727,CG42381,0,0,0,0,0,0
FBgn0259726,CG42380,0,0,0,0,0,0
FBgn0034649,CG9865,0,0,0,0,0,0
FBgn0034650,NC2alpha,357,354,353,348,308,711
FBgn0034651,CG15676,0,2,0,0,0,0
FBgn0050263,stum,2,1,0,0,1,0
FBgn0034654,CG10306,2421,2494,2163,2548,2507,5090
FBgn0003687,Tbp,476,433,408,533,509,1145
FBgn0050285,CG30285,15,2,10,4,21,13
FBgn0034655,CG10307,0,2,1,0,0,4
FBgn0260223,CG42497,0,0,0,0,0,0
FBgn0027360,Tim10,0,0,0,0,0,0
FBgn0260222,CG42496,0,0,0,0,0,0
FBgn0050290,Ppcdc,0,0,0,0,0,0
FBgn0266346,CngB,87,65,91,24,9,51
FBgn0010228,HmgZ,7180,6668,6717,6625,7149,14444
FBgn0004362,HmgD,21859,23700,21852,30759,30921,59814
FBgn0265962,CR44749,46,27,33,31,28,57
FBgn0050403,CG30403,252,268,245,274,313,562
FBgn0050404,Tango11,1123,1119,1054,1219,1152,2369
FBgn0050398,CG30398,1,0,1,1,1,6
FBgn0034657,LBR,1812,1843,1881,2153,2480,4239
FBgn0265963,CR44750,0,0,0,0,0,0
FBgn0034658,Grx-1,0,0,0,0,0,0
FBgn0264715,CR43983,0,0,0,0,0,0
FBgn0264714,CG43982,0,0,0,0,0,0
FBgn0264716,CR43984,0,0,0,0,0,0
FBgn0050395,CG30395,0,0,0,0,0,0
FBgn0034659,CG4021,0,0,0,0,0,0
FBgn0034660,lox2,0,0,0,0,0,0
FBgn0085233,CG34204,0,0,0,0,0,0
FBgn0042098,CG18735,7,3,0,0,3,1
FBgn0034661,CG4386,27,21,37,119,84,158
FBgn0046297,CR9284,0,0,0,0,0,0
FBgn0034662,CG13492,0,0,0,0,0,1
FBgn0054040,CG34040,0,0,0,0,0,0
FBgn0034663,CG4363,0,0,0,0,0,0
FBgn0034664,CG4377,1,3,0,0,0,1
FBgn0034665,CG4372,0,0,0,1,0,0
FBgn0050407,tRNA:CR30407,0,0,0,0,0,0
FBgn0050406,tRNA:CR30406,0,0,0,0,0,0
FBgn0034666,CG9294,6,5,3,0,0,3
FBgn0034667,comr,1,0,0,0,0,0
FBgn0085397,Fili,2829,3248,2789,3359,3816,7301
FBgn0025573,PpN58A,0,0,0,0,0,0
FBgn0263999,CG43742,0,0,1,0,0,0
FBgn0034670,CG13488,0,1,1,0,1,8
FBgn0263324,CR43405,0,0,0,0,0,0
FBgn0034671,CG13494,0,0,0,0,0,0
FBgn0085398,ppk9,0,4,1,0,0,5
FBgn0054029,CG34029,0,0,0,0,0,0
FBgn0034674,CG9304,918,1046,865,856,854,1687
FBgn0041237,Gr58c,0,1,4,0,0,1
FBgn0041238,Gr58b,0,0,0,0,0,0
FBgn0041239,Gr58a,0,0,0,0,0,0
FBgn0050401,CG30401,0,0,0,0,0,0
FBgn0085399,CG34370,6,2,11,1,0,0
FBgn0034681,CG9308,0,0,0,0,0,0
FBgn0005778,PpD5,0,0,0,0,0,0
FBgn0034683,CG13500,2,0,0,0,0,0
FBgn0034684,CG13501,5,6,2,1,3,14
FBgn0265192,Snp,1260,1133,1004,1430,1160,2730
FBgn0265184,CG44249,78,79,90,90,58,150
FBgn0034687,CG11475,8,14,20,9,28,25
FBgn0034688,CG11474,275,223,200,263,248,491
FBgn0034689,CG2921,378,402,332,362,324,759
FBgn0067102,GlcT-1,377,364,428,262,285,460
FBgn0034691,Synj,585,596,598,503,497,1023
FBgn0034692,CG13502,12,11,14,0,1,0
FBgn0263250,CG43393,0,0,0,0,0,0
FBgn0265046,CG44163,7,6,2,0,0,0
FBgn0034693,CG11073,1259,1267,1211,68,60,153
FBgn0034694,CG6613,550,611,475,468,445,1049
FBgn0243516,Vrp1,571,649,536,517,645,1063
FBgn0050280,CG30280,0,0,0,0,0,0
FBgn0050281,CG30281,0,0,0,0,0,0
FBgn0002715,mei-S332,350,394,358,370,381,729
FBgn0034697,GM130,859,949,760,614,705,1570
FBgn0029147,NtR,13,29,40,16,11,39
FBgn0085234,CG34205,0,0,0,0,0,0
FBgn0000008,a,1934,1935,1852,334,458,931
FBgn0034700,CG11269,0,0,0,0,0,0
FBgn0029084,gom,14,9,5,7,3,7
FBgn0085235,CG34206,2,8,0,3,3,10
FBgn0034703,CG3045,380,387,390,563,543,1313
FBgn0034704,CG6758,496,578,534,513,481,1055
FBgn0266644,CR45151,1,6,1,3,2,5
FBgn0034705,CG11170,233,253,215,226,253,562
FBgn0034706,CG11275,1899,2533,2264,2070,1674,3625
FBgn0034707,MED16,618,634,560,555,644,1164
FBgn0034708,Vps35,2914,2933,2647,2903,2923,5816
FBgn0034709,Swim,262,299,292,36,25,67
FBgn0086027,snoRNA:Or-CD1,0,0,0,0,0,0
FBgn0266925,CR45376,0,1,0,0,0,0
FBgn0034710,CG3292,0,0,0,0,0,1
FBgn0034711,CG3290,0,0,0,0,0,0
FBgn0034712,CG3264,0,0,0,0,0,0
FBgn0034713,CG11291,0,0,0,0,0,0
FBgn0025186,ari-2,1726,2157,1828,1016,1076,2006
FBgn0050278,CG30278,0,0,0,0,0,0
FBgn0050277,Oatp58Da,0,0,0,0,0,0
FBgn0034715,Oatp58Db,0,0,0,0,0,0
FBgn0034716,Oatp58Dc,0,0,0,0,0,0
FBgn0265976,CR44755,0,0,0,0,0,0
FBgn0020307,dve,624,620,499,1136,1431,2720
FBgn0263341,CR43422,0,0,0,0,0,0
FBgn0034717,CG5819,0,0,0,0,0,0
FBgn0034718,wdp,693,901,784,1486,1339,3174
FBgn0265979,CR44758,0,0,1,0,1,1
FBgn0013272,Gp150,25912,26890,24203,20808,21804,48351
FBgn0265977,CR44756,1,3,1,0,0,7
FBgn0085236,CG34207,18,29,19,21,8,33
FBgn0017482,T3dh,147,132,102,184,139,249
FBgn0016053,pgc,4,3,1,7,2,6
FBgn0085237,CG34208,0,0,0,0,0,6
FBgn0034720,Liprin-gamma,209,204,212,10,17,12
FBgn0034721,CG11298,0,0,0,0,0,0
FBgn0265980,CR44759,1,0,0,0,0,0
FBgn0034722,Rtf1,2139,2130,1995,2300,2187,4310
FBgn0266866,CR45327,1,1,4,1,2,4
FBgn0025878,wrapper,38,31,30,3,13,35
FBgn0034723,CG13506,1473,1553,1469,1356,1295,2774
FBgn0265978,CR44757,1,1,1,0,0,11
FBgn0034724,babos,2004,2177,1648,2237,2110,4342
FBgn0265981,CR44760,0,0,0,3,1,2
FBgn0034725,CG6044,611,626,536,905,1048,1915
FBgn0053200,ventrally-expressed-protein-D,71,82,65,3,15,20
FBgn0022984,qkr58E-3,2510,2682,2352,2415,2551,5081
FBgn0034726,Mes4,309,331,276,416,307,575
FBgn0022986,qkr58E-1,2002,1944,1813,1684,2130,4571
FBgn0022985,qkr58E-2,1363,1382,1258,1280,1421,2639
FBgn0266645,CR45152,4,4,2,7,1,5
FBgn0034727,mRpS29,504,503,463,590,532,1037
FBgn0034728,rad50,1625,1944,1626,1707,1612,3846
FBgn0034729,CG10344,23,36,19,12,12,32
FBgn0034730,ppk12,1,0,1,0,0,1
FBgn0034731,CG10384,1,0,2,0,0,0
FBgn0266432,CG45062,0,0,0,0,0,0
FBgn0266433,CG45063,0,0,0,0,0,0
FBgn0034733,CG4752,0,11,1,8,7,10
FBgn0034734,CG4554,1438,1478,1276,1322,1512,3339
FBgn0034735,CG4610,286,303,261,322,300,726
FBgn0003175,px,1970,2019,1849,1203,1260,2335
FBgn0034736,CG6018,1,6,5,1,0,1
FBgn0034737,CG11362,1,0,0,2,2,6
FBgn0260866,dnr1,511,457,467,276,401,535
FBgn0034739,CG3927,1,0,0,0,0,1
FBgn0266867,CR45328,0,0,0,0,0,0
FBgn0034741,CG4269,0,2,0,0,0,0
FBgn0034742,CG4294,2451,2178,2087,1537,1648,4697
FBgn0034743,RpS16,22474,21619,19702,26016,24438,47493
FBgn0086028,snoRNA:Me28S-G2173,8,4,9,0,1,12
FBgn0083005,snoRNA:Psi28S-1175a,3,8,10,5,1,20
FBgn0083004,snoRNA:Psi28S-1175b,2,2,5,4,0,10
FBgn0083003,snoRNA:Psi28S-1175c,9,2,8,1,2,7
FBgn0082925,snoRNA:Or-aca1,4,7,3,4,5,11
FBgn0034744,Vps20,506,447,408,549,411,1117
FBgn0034745,CG4329,0,0,0,0,0,0
FBgn0053143,CG33143,25,16,19,2,3,6
FBgn0034748,CG17807,412,503,368,510,484,864
FBgn0019949,Cdk9,599,583,567,581,574,1205
FBgn0026261,bonsai,878,978,851,1063,937,2259
FBgn0034750,CG3732,1183,1156,1135,1236,1211,2714
FBgn0261596,RpS24,19481,19441,16828,21212,21973,42703
FBgn0040091,Ugt58Fa,400,383,312,335,368,790
FBgn0034753,CG2852,26138,23322,22296,21982,22929,46090
FBgn0050195,CG30195,147,131,104,33,37,104
FBgn0085475,CG34446,8,8,10,2,1,9
FBgn0085474,CG34445,116,114,90,104,66,167
FBgn0034755,CG3746,2,0,2,0,0,0
FBgn0034740,nsr,0,0,0,0,1,2
FBgn0034756,Cyp6d2,8,10,16,5,5,14
FBgn0050196,CG30196,3,9,21,10,5,9
FBgn0263030,CG43325,0,0,0,0,0,0
FBgn0263031,CG43326,0,0,0,0,0,0
FBgn0266806,CR45268,2,7,2,1,0,0
FBgn0260767,CG42565,0,0,0,0,0,0
FBgn0034759,CG13511,0,0,0,0,0,0
FBgn0034758,CG13510,0,0,0,0,0,0
FBgn0260768,CG42566,17,11,18,6,3,14
FBgn0034761,CG4250,17,12,21,8,7,32
FBgn0262141,CG42867,3,1,0,1,0,8
FBgn0266807,CR45269,1,0,1,0,0,0
FBgn0262142,CR42868,3,0,0,0,0,0
FBgn0050269,CG30269,0,0,0,0,0,0
FBgn0050273,CG30273,0,0,0,0,0,0
FBgn0040658,CG13516,176,152,158,179,125,270
FBgn0034763,RYBP,776,812,720,814,734,1568
FBgn0265982,CR44761,0,1,1,0,0,0
FBgn0020257,Ppa,6340,6483,6449,4767,5377,10070
FBgn0265983,CR44762,0,0,0,0,0,0
FBgn0265984,CR44763,2,6,4,3,1,4
FBgn0265985,CR44764,35,30,33,21,14,36
FBgn0005631,robo,2125,2270,2154,1682,1937,4151
FBgn0050259,CG30259,0,0,0,0,0,0
FBgn0034766,Obp59a,0,0,0,0,0,0
FBgn0034768,Obp58b,0,1,0,0,0,0
FBgn0034769,Obp58c,4,0,0,0,0,0
FBgn0034770,Obp58d,0,0,0,0,0,0
FBgn0263992,CR43735,0,0,0,0,0,0
FBgn0050275,CG30275,0,0,0,0,0,0
FBgn0050268,CG30268,0,0,0,0,0,0
FBgn0028371,jbug,6461,6392,5672,5076,5321,10392
FBgn0259145,CG42260,103,90,85,25,18,141
FBgn0034774,CG13526,0,0,0,0,0,0
FBgn0050267,CR30267,0,0,0,0,0,1
FBgn0034776,CG13527,0,0,0,0,0,0
FBgn0061435,CG30270,0,0,2,0,0,0
FBgn0011211,blw,14565,13866,12852,15024,16995,30197
FBgn0000405,CycB,3962,4333,4157,4431,4511,9125
FBgn0086408,stl,4,3,0,14,17,36
FBgn0050271,CG30271,4,3,2,0,0,0
FBgn0259179,CG42284,1,0,0,0,0,0
FBgn0050274,CG30274,0,0,0,0,0,0
FBgn0050272,CG30272,0,0,0,0,0,0
FBgn0050265,CG30265,0,0,0,0,0,0
FBgn0034782,CG12490,0,0,0,0,0,0
FBgn0034783,CG9825,0,0,0,0,0,0
FBgn0034784,CG9826,0,0,0,0,0,0
FBgn0034785,CG3649,1,11,10,10,9,6
FBgn0034786,CG13531,971,974,906,745,791,1882
FBgn0010078,RpL23,22882,21654,20578,26649,24230,49925
FBgn0001263,inaD,11,13,13,0,0,9
FBgn0004896,fd59A,0,0,0,0,1,0
FBgn0034788,CG13532,431,432,419,1,9,10
FBgn0267025,CR45469,0,0,0,0,0,0
FBgn0034789,PIP5K59B,220,196,156,0,2,1
FBgn0034791,CG3501,915,850,863,921,860,1683
FBgn0034792,CG3499,1675,1839,1663,1811,1905,3714
FBgn0034793,asrij,376,416,388,468,500,1000
FBgn0034794,Gmer,285,282,237,322,291,616
FBgn0034795,MED23,1823,1879,1786,1620,1863,3301
FBgn0034796,CG3700,409,474,418,457,484,1003
FBgn0034797,nahoda,1345,1308,1184,1126,1271,2541
FBgn0050187,CG30187,77,89,92,76,74,197
FBgn0010660,Nup214,2724,2964,2683,2677,2919,5967
FBgn0261564,CG42678,1310,1286,1286,1265,1189,2525
FBgn0034800,CG3788,175,177,176,206,190,412
FBgn0034802,CG3800,41619,43230,39824,44296,46500,101246
FBgn0034803,CG9849,148,144,131,97,94,263
FBgn0034804,CG3831,59,54,68,61,31,102
FBgn0261584,CG42694,14,7,12,0,0,4
FBgn0052835,CR32835,0,0,0,0,0,0
FBgn0266007,CR44780,0,0,0,0,0,0
FBgn0052834,CG32834,0,0,0,0,0,0
FBgn0052833,CG32833,0,0,0,0,0,0
FBgn0263551,mir-4939,0,0,0,0,0,0
FBgn0003900,twi,63,55,48,301,361,666
FBgn0261706,CR42742,0,0,0,0,0,0
FBgn0034807,CG9897,0,0,0,0,0,0
FBgn0034808,CG9896,141,180,136,157,154,258
FBgn0261705,CG42741,151,114,83,209,163,513
FBgn0265187,CG44252,203,262,200,270,184,439
FBgn0265188,CG44253,0,0,0,0,0,0
FBgn0010622,l(2)06496,781,774,710,879,717,1721
FBgn0034814,CG9890,329,372,343,371,381,836
FBgn0261363,PPO3,35,23,45,30,43,56
FBgn0021979,l(2)k09913,3524,3467,3058,2742,2848,5288
FBgn0050201,tRNA:CR30201,0,0,0,0,0,0
FBgn0050202,tRNA:CR30202,0,0,0,0,0,0
FBgn0003062,Fib,1787,1922,1759,2587,2630,4814
FBgn0065073,snoRNA:229,21,8,15,7,7,11
FBgn0034816,CG3085,74,66,92,99,85,242
FBgn0034817,Art7,352,410,342,414,509,834
FBgn0263707,CG43659,0,0,0,0,0,0
FBgn0045483,Gr59a,0,0,0,0,0,0
FBgn0045482,Gr59b,0,0,0,0,0,0
FBgn0034819,CG9877,3,12,10,14,15,101
FBgn0034820,CG13538,0,0,0,0,0,0
FBgn0034821,CG9876,0,0,0,0,1,0
FBgn0034822,RpL37b,0,0,0,0,0,0
FBgn0261614,CG42703,0,0,0,0,0,0
FBgn0041235,Gr59c,0,0,0,0,0,0
FBgn0041236,Gr59d,0,0,0,0,0,0
FBgn0266008,CR44781,0,0,0,0,0,0
FBgn0266009,CR44782,0,0,0,0,0,0
FBgn0034824,Klp59C,0,0,0,0,0,0
FBgn0265648,CR44455,0,0,0,0,0,0
FBgn0265649,CR44456,0,0,0,0,0,0
FBgn0034825,CG3215,0,0,0,0,0,0
FBgn0050192,CG30192,0,0,0,0,0,0
FBgn0034826,CG13544,0,0,0,0,3,2
FBgn0034827,Klp59D,0,0,0,0,0,0
FBgn0262843,CG43207,0,0,0,0,0,0
FBgn0034829,CG9899,0,0,0,0,0,0
FBgn0034828,CG13545,0,2,2,0,4,0
FBgn0085400,CG34371,2028,2140,1811,1936,2190,4605
FBgn0034833,CG13539,0,0,0,0,0,0
FBgn0034834,LS2,0,0,0,1,0,3
FBgn0034835,CG3092,0,0,0,0,0,0
FBgn0040063,yip3,0,5,0,0,0,2
FBgn0034837,RpL22-like,25,34,37,13,19,70
FBgn0034838,CG12782,0,0,1,0,0,0
FBgn0034839,CG13540,1,0,0,0,0,0
FBgn0003009,ord,3,0,0,2,0,0
FBgn0034840,CG3124,2,0,0,0,0,0
FBgn0034841,CG13541,0,0,0,0,0,0
FBgn0266010,CR44783,0,0,0,0,0,0
FBgn0034842,Prosbeta5R1,0,0,0,0,0,0
FBgn0263084,HP1Lcsd,0,0,0,0,0,0
FBgn0050412,CG30412,0,0,0,0,0,0
FBgn0050416,CG30416,0,0,0,2,0,0
FBgn0034844,CG9861,0,0,1,0,0,0
FBgn0050417,CG30417,0,0,0,0,0,0
FBgn0050413,CG30413,0,0,0,0,2,0
FBgn0046253,CG3502,5,5,5,95,69,152
FBgn0034846,CG9863,0,0,0,0,0,6
FBgn0085239,CG34210,0,0,0,0,0,0
FBgn0050409,CG30409,0,0,0,0,0,0
FBgn0050410,Rpi,1066,983,904,1305,1281,2633
FBgn0034849,CG3500,186,129,135,186,219,307
FBgn0034850,CG9875,0,0,0,0,0,0
FBgn0265053,CR44168,2,1,3,3,0,4
FBgn0085452,CG34423,5,0,3,0,4,3
FBgn0085453,CG34424,111,94,97,115,124,211
FBgn0003977,vir,1727,1682,1393,1363,1316,3220
FBgn0034853,Ice1,700,719,718,760,733,1543
FBgn0034854,Golgin245,2066,2147,1822,1714,2019,4239
FBgn0040660,CG13551,2692,2467,2412,3043,2948,5879
FBgn0041712,yellow-d,57,46,42,46,60,105
FBgn0034856,yellow-d2,2,0,0,0,2,54
FBgn0266011,CR44784,6,12,5,12,3,6
FBgn0050414,CG30414,40,43,23,36,38,50
FBgn0250838,CG30415,1160,1073,1078,1295,1355,2657
